ndvi,umidade_solo,precipitacao_72h,temperatura_max,inclinacao_terreno,focos_queimadas,dist_rio_km,historico_eventos,bioma,risco
0.6272,61.59,118.54,38.39,13.91,79,11.3,0,Cerrado,1
0.5351,9.08,17.62,30.33,20.29,3,2.684,6,Cerrado,1
0.6292,24.1,26.17,36.33,21.12,55,0.436,6,Amazônia,1
0.3815,68.32,124.7,40.32,5.82,8,0.75,5,Cerrado,1
0.8634,52.43,99.02,40.42,11.49,18,10.704,4,Amazônia,1
0.618,49.04,83.27,36.08,15.87,37,3.368,4,Amazônia,1
0.5549,54.44,118.1,34.74,31.29,7,0.89,1,Mata Atlântica,2
0.5556,66.49,110.91,32.63,48.12,8,11.224,7,Mata Atlântica,1
0.2347,21.06,41.88,25.66,45.22,13,9.331,1,Mata Atlântica,1
0.4591,72.41,147.96,24.47,48.31,0,0.116,3,Mata Atlântica,2
0.3432,28.25,28.73,31.71,14.55,1,4.349,5,Cerrado,0
0.8496,93.52,162.54,17.9,37.12,11,1.401,2,Sul,2
0.4004,45.43,50.03,33.54,40.51,3,3.809,4,Mata Atlântica,1
0.7749,27.91,20.83,34.91,23.6,3,1.637,3,Mata Atlântica,1
0.8661,72.14,142.41,32.51,19.52,24,1.898,5,Amazônia,1
0.4744,5.0,0.4,22.73,3.36,75,4.605,4,Cerrado,0
0.552,81.76,133.13,23.15,7.65,13,3.87,3,Cerrado,1
0.4362,40.04,41.97,24.27,15.21,22,2.514,4,Cerrado,1
0.7742,68.97,141.56,25.07,30.01,1,0.569,3,Mata Atlântica,2
0.3043,67.66,110.64,41.8,37.2,2,17.438,1,Mata Atlântica,1
0.4207,55.79,106.59,28.89,47.05,19,0.959,4,Mata Atlântica,2
0.255,39.86,39.26,40.87,12.56,16,5.014,1,Semiárido,0
0.0657,20.99,33.24,47.01,13.48,0,0.432,3,Semiárido,1
0.2849,42.41,36.47,47.63,18.12,10,5.829,0,Semiárido,1
0.7556,53.48,81.83,27.63,14.12,15,0.498,5,Sul,1
0.6677,78.05,118.08,25.51,4.75,38,1.304,1,Amazônia,1
0.8245,94.7,194.51,40.38,18.67,32,5.206,5,Amazônia,1
0.6909,72.05,129.39,38.01,18.44,40,1.663,1,Amazônia,1
0.4442,16.69,31.79,26.61,28.73,5,3.806,2,Mata Atlântica,1
0.2917,41.17,53.71,25.98,9.12,1,0.665,9,Sul,1
0.7041,91.71,163.94,31.17,15.34,12,1.131,4,Amazônia,2
0.7555,44.21,33.07,25.81,16.32,16,6.617,5,Sul,0
0.744,39.1,55.54,38.35,16.3,11,0.179,0,Amazônia,1
0.2116,95.0,180.32,31.73,29.88,12,0.593,4,Sul,2
0.494,20.67,31.76,30.31,6.63,42,1.21,2,Cerrado,1
0.8891,72.98,129.04,30.56,21.2,25,0.102,3,Amazônia,1
0.5708,48.92,92.32,31.37,29.75,1,0.501,2,Mata Atlântica,1
0.4528,16.74,12.8,39.23,6.42,30,1.652,3,Cerrado,0
0.5257,55.21,96.39,26.36,23.2,18,0.488,2,Cerrado,1
0.3458,69.05,136.1,24.06,5.97,28,10.054,3,Cerrado,1
0.1596,11.67,2.57,46.97,2.93,10,0.342,2,Semiárido,1
0.6485,65.17,127.98,25.48,17.46,4,9.866,1,Mata Atlântica,1
0.4393,35.65,63.12,23.5,6.05,57,8.654,6,Cerrado,0
0.2544,30.21,25.52,30.53,37.5,3,0.531,2,Mata Atlântica,1
0.3279,27.55,35.53,45.34,23.19,9,0.128,5,Semiárido,1
0.6333,79.6,147.0,29.22,6.05,50,0.256,3,Cerrado,2
0.4817,6.39,17.7,27.19,9.14,49,4.463,3,Cerrado,0
0.9459,82.62,152.32,23.85,18.35,7,5.549,4,Amazônia,1
0.942,80.94,146.74,33.21,7.55,58,4.847,3,Amazônia,1
0.5291,9.65,6.25,22.54,34.9,14,3.899,4,Mata Atlântica,1
0.8308,91.52,142.66,41.33,10.8,17,0.96,1,Amazônia,2
0.6603,51.14,130.79,28.83,38.29,16,9.193,3,Mata Atlântica,1
0.1065,16.75,1.04,40.89,18.35,13,1.984,4,Semiárido,1
0.7013,65.76,110.12,38.21,0.68,55,21.408,5,Amazônia,1
0.7265,76.88,137.61,27.58,31.38,13,2.43,3,Mata Atlântica,2
0.4027,20.16,19.26,36.97,8.9,45,1.526,2,Cerrado,1
0.4929,62.57,105.96,19.98,23.19,0,11.233,3,Sul,1
0.4755,78.5,135.43,26.83,18.64,5,4.19,2,Mata Atlântica,1
0.2177,5.61,3.11,47.32,11.49,4,6.398,5,Semiárido,0
0.8143,71.88,130.86,22.41,20.79,14,2.625,6,Mata Atlântica,1
0.8977,62.26,118.21,26.34,14.89,27,10.898,6,Amazônia,1
0.8196,50.35,108.03,37.6,13.93,7,12.488,4,Mata Atlântica,1
0.3172,33.11,38.22,22.78,17.38,5,2.87,2,Sul,1
0.6707,31.33,56.87,35.97,38.82,4,1.377,1,Mata Atlântica,1
0.2257,10.25,26.91,34.13,14.55,5,5.216,4,Semiárido,0
0.6414,91.72,189.26,15.94,25.32,0,15.459,1,Sul,1
0.8728,95.0,209.36,31.48,12.28,1,4.87,2,Amazônia,1
0.6057,57.87,87.22,41.42,4.61,45,15.42,4,Amazônia,1
0.7596,20.16,19.66,30.23,20.74,18,2.107,2,Mata Atlântica,1
0.3913,44.47,51.5,26.36,4.71,7,12.33,1,Cerrado,0
0.2765,12.05,16.24,47.56,17.6,18,0.597,5,Semiárido,1
0.7516,95.0,184.06,27.8,8.31,5,2.222,4,Sul,1
0.669,87.12,119.68,31.16,23.83,6,3.411,4,Cerrado,1
0.6736,91.32,172.63,33.34,4.88,50,5.294,2,Amazônia,1
0.1051,26.24,20.57,36.89,16.52,8,1.742,2,Semiárido,1
0.4571,23.9,18.38,32.5,22.92,43,12.901,1,Cerrado,1
0.0965,12.36,30.22,45.02,6.2,7,11.691,1,Semiárido,0
0.4857,59.59,98.79,32.0,23.36,43,8.031,3,Cerrado,1
0.2026,56.63,97.2,27.06,24.2,3,0.607,1,Mata Atlântica,1
0.9427,72.28,141.6,37.17,24.01,20,0.408,4,Amazônia,2
0.2651,37.43,75.91,28.75,33.92,15,3.447,5,Mata Atlântica,1
0.6903,78.34,138.13,38.32,46.52,2,7.248,0,Mata Atlântica,2
0.3794,14.89,27.87,23.14,15.82,8,0.658,3,Mata Atlântica,1
0.8368,52.78,56.55,28.64,4.84,12,5.128,4,Amazônia,0
0.0736,17.23,13.9,35.26,5.66,1,3.752,2,Semiárido,0
0.3863,45.15,98.86,31.61,31.78,18,6.473,5,Sul,1
0.8389,24.58,41.13,35.17,3.91,34,2.858,5,Amazônia,0
0.8014,95.0,216.35,29.71,15.81,34,5.909,1,Amazônia,1
0.7502,95.0,166.19,39.43,11.23,32,0.869,3,Amazônia,2
0.7963,34.2,68.8,32.33,24.5,2,1.208,3,Mata Atlântica,1
0.6419,50.75,91.69,27.91,25.0,14,11.682,2,Mata Atlântica,1
0.7272,12.29,14.5,36.42,27.25,0,1.998,6,Mata Atlântica,1
0.8423,86.59,159.72,34.48,1.25,39,21.17,0,Amazônia,1
0.4879,51.33,100.1,37.99,1.57,43,0.237,2,Cerrado,1
0.7815,14.27,29.44,34.87,30.2,1,3.425,6,Mata Atlântica,1
0.6648,49.35,90.01,25.34,16.0,14,1.965,0,Mata Atlântica,1
0.6157,91.94,185.53,26.54,13.41,3,27.564,2,Sul,1
0.621,91.5,189.73,29.83,12.25,44,23.043,3,Amazônia,1
0.4692,51.55,100.88,31.26,13.92,8,1.341,5,Mata Atlântica,1
0.692,66.64,103.76,40.43,0.34,40,1.555,0,Cerrado,1
0.3904,49.89,93.39,29.2,12.74,66,6.925,0,Cerrado,1
0.2872,10.77,21.65,46.38,11.89,14,11.022,4,Semiárido,0
0.5073,50.19,96.55,29.27,15.67,4,5.449,1,Mata Atlântica,1
0.7848,83.98,161.8,27.85,10.97,1,10.002,6,Sul,1
0.7675,67.78,150.63,31.07,18.22,7,0.327,4,Amazônia,2
0.9251,71.8,107.34,33.94,17.52,23,5.116,2,Amazônia,1
0.2747,29.57,27.78,41.26,6.58,12,6.023,1,Semiárido,0
0.718,86.57,143.28,29.81,17.74,11,1.056,2,Mata Atlântica,2
0.4156,74.98,136.06,38.41,3.72,58,7.525,5,Cerrado,1
0.6286,59.34,145.39,22.59,3.04,59,14.436,2,Amazônia,1
0.6905,89.68,148.27,27.91,19.65,26,11.412,1,Amazônia,2
0.6265,64.29,134.64,27.41,25.52,14,1.405,3,Sul,2
0.821,49.47,100.6,40.41,19.2,59,1.958,4,Amazônia,1
0.6168,74.33,138.77,30.25,3.81,11,3.462,0,Cerrado,1
0.7919,92.3,156.8,39.78,22.87,1,0.862,6,Amazônia,2
0.5865,23.91,12.06,25.98,3.33,0,15.39,5,Cerrado,0
0.7036,45.9,63.03,26.43,21.75,42,0.881,3,Amazônia,1
0.7126,68.42,134.02,38.92,37.22,17,7.165,5,Mata Atlântica,1
0.9379,71.18,140.35,40.07,2.64,15,2.088,2,Amazônia,1
0.2111,17.3,9.97,33.78,7.17,17,4.263,5,Semiárido,0
0.9116,36.34,60.24,23.19,4.54,53,0.242,0,Amazônia,1
0.4507,46.03,63.62,23.81,16.33,2,1.147,3,Mata Atlântica,1
0.7873,64.43,105.13,29.73,38.53,3,2.938,3,Sul,1
0.3553,81.3,146.45,37.23,39.65,15,5.653,3,Mata Atlântica,2
0.3342,5.0,14.04,32.2,43.68,10,7.516,3,Mata Atlântica,1
0.4844,73.68,137.84,31.11,22.29,45,0.153,4,Cerrado,2
0.4304,66.8,126.88,33.68,15.75,46,0.827,2,Cerrado,1
0.7108,34.29,50.49,39.8,20.39,7,6.543,7,Mata Atlântica,1
0.4089,32.35,62.44,16.5,10.8,5,8.385,2,Sul,0
0.2244,5.0,7.43,35.89,37.76,17,1.35,2,Mata Atlântica,1
0.7966,14.85,2.52,40.54,25.28,5,1.305,3,Mata Atlântica,1
0.2676,7.72,1.26,47.45,19.92,5,0.461,8,Semiárido,1
0.5587,21.55,15.29,38.76,30.97,11,0.814,1,Mata Atlântica,1
0.7839,87.79,182.95,35.96,17.55,21,0.1,1,Amazônia,1
0.2424,82.91,135.48,22.29,34.92,13,4.456,5,Mata Atlântica,2
0.2324,95.0,196.15,15.98,35.7,5,11.711,3,Sul,2
0.8773,65.4,116.66,34.12,6.85,8,0.81,1,Amazônia,1
0.2464,21.93,30.0,32.05,37.62,18,6.96,3,Mata Atlântica,1
0.8379,70.62,118.36,32.56,22.3,1,4.263,4,Amazônia,1
0.5156,76.27,138.88,26.64,29.55,0,14.061,3,Mata Atlântica,1
0.7035,72.51,133.33,35.5,2.93,41,8.0,4,Amazônia,1
0.4719,84.71,146.01,27.33,13.48,6,9.577,5,Mata Atlântica,1
0.1736,21.94,1.15,32.98,14.81,6,5.096,2,Semiárido,0
0.5985,53.17,117.01,29.38,21.68,58,8.339,4,Cerrado,1
0.6652,54.98,117.45,35.44,30.12,19,2.161,7,Mata Atlântica,1
0.2074,12.25,18.69,34.14,18.78,15,1.172,5,Semiárido,1
0.4078,28.87,67.95,28.49,33.03,11,12.182,2,Sul,1
0.6057,65.39,122.96,26.01,3.56,4,6.628,2,Amazônia,0
0.5644,15.43,1.39,24.17,1.85,47,0.475,4,Cerrado,1
0.7132,25.84,35.22,26.15,14.9,9,10.084,5,Amazônia,1
0.5131,89.05,183.31,28.34,39.65,9,2.145,2,Sul,2
0.4604,95.0,177.81,24.87,14.76,4,1.771,3,Sul,1
0.841,81.68,155.22,35.21,24.55,1,4.882,3,Mata Atlântica,1
0.2882,25.57,28.21,46.39,0.99,9,4.204,4,Semiárido,0
0.4827,36.49,37.96,23.05,23.3,15,3.864,1,Mata Atlântica,1
0.6727,45.17,79.54,41.18,31.49,5,1.471,3,Mata Atlântica,2
0.9214,80.88,119.67,25.36,19.89,46,16.066,2,Amazônia,1
0.1732,17.99,25.45,41.68,0.84,19,14.991,3,Semiárido,0
0.6362,95.0,209.42,40.26,21.87,16,0.1,6,Amazônia,2
0.3189,7.46,11.56,34.22,11.79,8,2.061,4,Semiárido,0
0.2557,16.7,5.63,38.78,9.12,16,0.233,5,Semiárido,0
0.3077,7.71,6.27,44.49,8.67,9,9.494,4,Semiárido,0
0.6414,30.82,26.1,22.6,14.88,26,10.881,4,Amazônia,0
0.4989,54.95,107.3,34.26,13.26,38,3.652,5,Cerrado,1
0.3539,59.38,103.51,34.26,16.42,34,9.153,6,Cerrado,1
0.4984,20.71,35.01,36.51,14.34,64,6.076,2,Cerrado,1
0.6891,95.0,194.27,22.22,3.6,18,3.461,4,Amazônia,1
0.5956,32.29,60.57,22.97,37.17,18,2.261,3,Sul,1
0.8177,59.06,78.31,36.77,40.88,10,1.548,2,Mata Atlântica,1
0.542,5.0,1.59,24.82,16.58,21,1.502,3,Cerrado,0
0.5638,69.69,155.0,28.95,11.21,33,4.128,1,Cerrado,1
0.4607,72.27,120.25,34.77,4.57,8,0.912,2,Cerrado,1
0.7579,16.82,25.42,31.92,20.35,13,0.961,4,Mata Atlântica,1
0.8491,34.79,54.67,24.3,36.41,11,0.1,5,Mata Atlântica,1
0.6093,59.79,115.21,28.5,16.15,3,4.751,5,Sul,1
0.7168,55.25,122.66,37.63,10.8,12,25.875,1,Mata Atlântica,0
0.7081,83.2,162.4,32.49,12.02,19,11.001,3,Sul,1
0.431,92.38,158.98,28.3,13.81,9,6.116,6,Sul,1
0.6841,84.17,145.52,38.62,21.19,33,7.698,1,Amazônia,1
0.7415,49.52,82.87,29.21,9.09,16,2.697,5,Sul,1
0.7102,93.29,163.67,34.09,3.13,48,1.77,7,Amazônia,1
0.0891,7.93,14.1,32.41,16.11,15,2.299,3,Semiárido,0
0.4084,42.1,76.36,33.38,3.79,28,0.425,4,Cerrado,1
0.2939,95.0,181.38,16.5,9.44,18,5.023,4,Sul,1
0.3514,33.92,54.92,22.48,35.22,10,0.961,1,Sul,1
0.069,22.87,32.66,32.21,9.81,5,7.196,3,Semiárido,0
0.0895,17.35,37.29,36.9,14.16,3,1.053,1,Semiárido,1
0.3799,58.14,142.55,23.14,1.26,68,1.295,3,Cerrado,1
0.804,81.83,143.63,35.16,3.83,29,15.768,4,Amazônia,1
0.6192,45.86,74.6,32.98,8.01,39,0.557,3,Cerrado,1
0.7144,28.93,25.77,24.22,11.56,58,3.454,4,Amazônia,1
0.3419,10.93,9.74,29.29,45.11,11,0.324,2,Mata Atlântica,1
0.4717,55.59,112.85,25.57,4.68,63,0.474,1,Cerrado,1
0.3539,38.07,61.64,34.34,38.31,19,5.019,5,Sul,1
0.5266,64.89,105.73,41.03,23.67,11,4.981,1,Mata Atlântica,1
0.1428,14.46,13.89,40.21,7.39,8,1.073,7,Semiárido,1
0.6466,49.95,73.77,22.15,15.64,25,10.298,2,Amazônia,0
0.5015,73.68,157.8,21.42,38.85,7,6.056,3,Sul,1
0.2382,83.41,164.35,27.41,36.18,12,1.788,2,Sul,2
0.674,79.45,154.02,36.3,19.4,14,1.428,4,Mata Atlântica,2
0.4137,67.2,104.26,31.39,41.34,16,7.018,5,Mata Atlântica,1
0.0718,23.07,25.09,33.28,15.67,11,6.614,5,Semiárido,0
0.8637,95.0,163.51,36.67,14.23,19,0.806,3,Amazônia,2
0.571,53.08,118.5,32.36,31.22,10,2.148,2,Mata Atlântica,1
0.6735,31.74,45.54,38.09,0.28,63,1.221,5,Cerrado,1
0.8556,36.46,55.06,36.1,5.02,15,1.742,1,Amazônia,1
0.6349,29.46,31.91,26.88,10.14,22,1.695,4,Cerrado,1
0.6653,72.93,152.76,32.61,5.0,2,18.653,1,Amazônia,1
0.609,94.68,156.64,33.12,14.44,20,6.936,2,Amazônia,1
0.6996,62.97,116.31,31.02,17.81,50,7.572,3,Amazônia,1
0.7859,52.65,112.96,28.36,28.27,10,1.625,6,Sul,1
0.2584,72.48,137.73,26.47,15.06,12,0.1,2,Mata Atlântica,1
0.2858,13.96,14.22,29.85,27.8,19,0.3,1,Sul,1
0.4772,95.0,157.13,22.21,15.21,51,4.026,6,Cerrado,1
0.5397,84.73,145.93,40.34,24.64,50,1.681,3,Cerrado,2
0.4246,36.81,58.11,35.72,34.94,18,1.072,1,Mata Atlântica,2
0.6731,65.45,123.96,35.79,6.66,33,0.255,3,Cerrado,1
0.7675,33.63,35.25,33.45,3.16,41,10.433,5,Amazônia,0
0.8172,83.54,144.2,35.79,24.15,2,4.583,1,Mata Atlântica,1
0.7895,84.31,214.72,41.64,2.4,2,0.568,1,Amazônia,1
0.4439,49.0,74.48,29.7,46.19,0,7.271,3,Mata Atlântica,1
0.5894,73.13,138.4,36.25,13.69,3,7.049,2,Mata Atlântica,1
0.6369,76.0,168.28,29.19,23.94,9,1.708,5,Amazônia,2
0.805,55.98,85.67,39.09,24.1,15,1.044,5,Amazônia,1
0.2627,33.01,11.09,34.12,18.59,9,8.41,2,Semiárido,0
0.4657,17.87,7.51,40.05,49.77,8,1.999,1,Mata Atlântica,1
0.8232,95.0,211.13,22.11,21.63,8,9.401,2,Amazônia,1
0.4618,40.17,34.62,28.64,11.77,5,0.223,5,Sul,1
0.6146,36.31,72.49,24.68,22.75,5,3.459,4,Amazônia,1
0.652,31.01,78.91,31.08,29.59,2,0.99,3,Mata Atlântica,1
0.3643,73.87,128.95,22.54,11.24,9,5.574,6,Sul,1
0.6883,57.23,108.26,27.12,2.28,6,29.415,5,Amazônia,0
0.7077,36.66,82.83,36.47,22.87,14,2.659,3,Amazônia,1
0.8148,52.48,94.84,27.4,1.39,20,0.529,5,Amazônia,1
0.5128,28.56,28.04,39.08,7.4,51,1.911,1,Cerrado,0
0.8835,87.22,172.51,25.55,12.17,35,11.105,2,Amazônia,1
0.5701,32.79,64.0,29.34,15.88,13,7.257,5,Mata Atlântica,0
0.8556,91.34,182.88,34.44,22.67,28,1.321,1,Amazônia,2
0.3251,56.73,103.15,34.11,46.02,13,15.352,1,Mata Atlântica,1
0.6843,41.83,103.99,20.55,25.29,12,4.867,3,Sul,1
0.3385,8.89,0.07,34.51,24.84,18,0.92,7,Semiárido,1
0.2675,5.0,7.27,33.96,47.42,7,4.247,3,Mata Atlântica,1
0.4904,76.26,134.17,39.4,21.92,52,3.001,3,Cerrado,2
0.3357,69.46,158.3,39.35,30.75,8,8.566,4,Mata Atlântica,1
0.3994,52.46,75.6,32.92,45.28,11,2.109,4,Mata Atlântica,1
0.4816,77.24,155.13,40.22,6.03,18,10.396,1,Cerrado,1
0.6073,92.85,191.84,38.97,12.57,55,8.356,3,Amazônia,1
0.6606,58.52,101.56,19.82,17.87,3,5.614,4,Sul,1
0.3076,27.17,53.02,39.01,23.78,1,1.496,5,Cerrado,1
0.8683,70.91,129.09,38.42,1.52,19,17.588,2,Amazônia,0
0.4985,20.86,36.77,31.39,6.87,61,3.978,1,Cerrado,1
0.576,13.18,16.79,26.24,22.33,6,11.903,3,Cerrado,0
0.1013,27.9,32.25,40.96,12.0,9,1.215,3,Semiárido,1
0.084,17.04,35.54,35.01,15.0,2,20.485,2,Semiárido,1
0.2211,15.36,34.05,39.79,16.29,7,8.466,4,Semiárido,0
0.759,95.0,201.81,28.82,1.77,59,14.902,2,Amazônia,1
0.497,31.08,46.84,35.72,0.44,21,1.194,0,Cerrado,1
0.307,82.92,157.45,31.56,42.24,17,2.816,4,Mata Atlântica,2
0.6878,95.0,188.49,23.63,6.79,51,0.514,4,Amazônia,2
0.4801,42.53,70.56,24.83,9.51,9,0.737,2,Cerrado,1
0.3478,22.6,17.01,36.09,17.05,19,1.67,3,Semiárido,0
0.9393,36.5,56.59,28.57,5.91,4,15.144,3,Amazônia,0
0.5467,5.0,7.73,32.15,18.09,9,5.501,3,Mata Atlântica,0
0.6217,60.74,142.4,37.33,11.46,49,1.889,3,Amazônia,1
0.7188,52.08,58.65,37.02,21.42,47,15.458,0,Amazônia,1
0.7771,62.12,114.67,25.34,6.96,26,6.73,6,Amazônia,1
0.4595,34.83,37.91,20.23,34.6,9,11.875,4,Sul,1
0.1849,23.89,36.64,44.01,20.79,11,13.102,2,Semiárido,1
0.7266,88.15,172.95,21.52,21.69,18,6.947,3,Sul,1
0.7454,63.1,124.79,24.98,32.34,4,1.393,1,Mata Atlântica,1
0.7242,86.02,123.85,29.44,19.84,57,28.404,1,Amazônia,1
0.531,38.56,58.38,39.41,30.43,0,1.966,3,Mata Atlântica,1
0.6513,75.2,152.85,40.88,47.76,6,5.569,1,Mata Atlântica,2
0.0979,11.85,33.13,34.34,6.25,0,9.316,2,Semiárido,0
0.7452,50.98,55.42,23.59,19.11,31,0.963,5,Amazônia,1
0.3616,34.53,56.84,27.15,24.08,11,4.696,5,Mata Atlântica,1
0.8309,95.0,180.71,26.66,23.21,54,2.351,3,Amazônia,2
0.3179,87.99,156.51,26.78,3.76,3,1.4,5,Cerrado,1
0.3425,23.55,37.96,40.44,20.12,2,0.1,3,Semiárido,1
0.2339,71.72,123.95,33.66,19.23,14,10.278,10,Mata Atlântica,1
0.3584,34.57,64.69,24.45,4.65,27,0.73,2,Cerrado,1
0.4157,38.04,79.11,39.79,10.06,34,10.523,1,Cerrado,0
0.2054,45.26,57.08,34.4,25.37,1,4.59,1,Mata Atlântica,0
0.311,16.41,16.89,41.42,3.4,16,4.852,4,Semiárido,0
0.3557,22.48,18.33,23.87,29.2,3,8.82,2,Sul,0
0.3438,38.07,54.53,27.64,39.28,6,3.561,8,Sul,1
0.1789,18.61,7.72,32.53,2.65,14,2.21,2,Semiárido,0
0.4345,35.4,83.28,27.73,24.31,27,0.747,2,Cerrado,1
0.2828,76.88,157.43,26.8,12.28,5,4.225,2,Mata Atlântica,1
0.5165,45.44,83.69,32.33,16.46,74,4.028,4,Cerrado,1
0.3095,16.62,29.19,32.17,21.41,67,1.74,0,Cerrado,1
0.0664,23.78,22.76,38.05,23.35,0,4.582,2,Semiárido,1
0.6569,63.9,97.69,35.99,3.6,25,2.893,1,Amazônia,1
0.5651,95.0,193.44,34.99,15.62,19,8.187,5,Sul,1
0.6647,79.76,159.45,35.81,42.67,4,4.099,3,Mata Atlântica,2
0.6733,81.09,151.26,31.14,39.19,12,13.566,3,Mata Atlântica,2
0.6332,66.61,116.71,35.78,33.54,13,3.649,4,Mata Atlântica,1
0.766,86.02,156.31,20.93,25.43,1,10.924,1,Sul,1
0.7656,45.93,94.51,41.55,47.88,1,3.675,2,Mata Atlântica,1
0.5763,63.76,86.24,28.69,34.05,18,4.083,3,Mata Atlântica,1
0.7209,95.0,195.64,41.65,1.66,58,2.285,4,Amazônia,1
0.617,48.08,67.02,23.3,16.55,11,2.556,2,Mata Atlântica,1
0.7891,81.77,136.72,35.68,21.89,26,13.523,3,Amazônia,1
0.1411,14.5,0.51,45.96,0.28,1,1.263,2,Semiárido,1
0.8448,21.1,42.51,38.44,46.41,10,0.647,4,Mata Atlântica,1
0.3189,69.69,133.76,37.79,34.47,16,8.866,1,Mata Atlântica,1
0.7387,36.42,87.19,38.0,14.2,1,4.301,3,Amazônia,1
0.7037,35.79,49.43,23.89,18.27,40,1.675,4,Amazônia,1
0.3385,23.44,32.55,32.3,16.31,18,2.832,6,Semiárido,0
0.653,34.02,53.55,26.28,11.39,55,3.721,2,Amazônia,1
0.7515,32.87,29.11,22.51,9.57,47,4.484,2,Amazônia,0
0.8085,95.0,200.43,26.35,23.53,48,8.603,1,Amazônia,2
0.3151,78.37,154.86,26.57,16.98,18,2.507,3,Sul,2
0.0832,21.99,25.99,40.43,16.28,1,5.643,4,Semiárido,0
0.6386,29.12,74.45,26.37,4.93,3,9.002,4,Cerrado,0
0.5021,72.37,141.89,24.26,11.2,47,9.282,6,Cerrado,1
0.5992,5.0,25.77,34.92,12.41,42,1.467,4,Cerrado,1
0.2899,17.2,26.14,46.69,18.95,16,2.155,3,Semiárido,1
0.6719,17.04,0.44,34.02,42.42,1,4.518,2,Mata Atlântica,1
0.8205,95.0,210.07,35.82,12.87,2,10.848,3,Amazônia,1
0.89,80.09,164.66,33.22,17.01,47,7.814,5,Amazônia,1
0.8742,25.84,34.13,37.65,0.6,57,4.385,3,Amazônia,0
0.8276,5.0,1.8,41.52,34.93,16,20.593,3,Mata Atlântica,1
0.0656,17.17,15.81,32.68,5.29,5,2.89,3,Semiárido,0
0.5833,57.64,53.23,30.34,16.41,29,9.24,4,Cerrado,0
0.9063,67.76,94.59,39.21,2.85,41,8.53,1,Amazônia,1
0.9398,72.69,136.98,41.39,2.86,3,11.932,1,Amazônia,1
0.5351,95.0,194.86,21.87,10.21,7,21.982,0,Sul,1
0.622,9.22,15.53,33.56,22.76,28,3.423,2,Cerrado,1
0.3298,5.0,1.95,40.33,15.11,2,1.088,3,Semiárido,1
0.6918,85.53,159.78,32.67,29.59,1,3.089,5,Mata Atlântica,2
0.5902,74.49,151.12,30.18,19.69,52,9.617,2,Cerrado,1
0.8032,45.09,61.29,35.1,15.65,52,9.043,2,Amazônia,1
0.9276,79.6,125.49,27.4,15.5,5,2.047,2,Amazônia,1
0.4836,38.38,56.58,28.98,37.29,15,0.242,4,Mata Atlântica,1
0.3397,21.4,23.29,40.44,0.2,1,3.565,5,Semiárido,0
0.7316,18.08,47.36,34.73,24.17,12,3.213,2,Mata Atlântica,1
0.3888,39.38,51.48,39.46,42.07,3,0.448,3,Mata Atlântica,1
0.6077,63.34,137.47,38.16,16.56,51,7.921,2,Amazônia,1
0.8084,58.36,113.74,33.39,12.94,11,1.668,1,Sul,1
0.2528,23.07,11.87,44.31,11.25,14,5.189,1,Semiárido,0
0.6239,36.12,39.34,27.74,8.84,38,0.535,2,Cerrado,1
0.4951,18.42,26.74,22.85,13.56,4,9.856,4,Sul,0
0.7208,29.16,49.34,33.81,44.64,15,6.721,2,Mata Atlântica,1
0.7016,30.79,58.04,34.45,25.71,8,2.459,2,Mata Atlântica,1
0.3256,5.0,9.62,42.84,2.12,14,4.964,3,Semiárido,0
0.3212,10.5,12.27,32.94,20.68,3,1.038,2,Semiárido,1
0.265,68.0,156.0,27.73,22.01,16,21.141,2,Mata Atlântica,1
0.8098,78.42,138.49,34.04,19.34,47,7.951,0,Amazônia,2
0.6904,42.7,65.0,41.45,3.78,55,7.778,1,Cerrado,0
0.2607,68.8,119.5,18.75,25.64,19,0.833,4,Sul,1
0.6757,89.21,191.07,26.54,22.27,13,0.1,2,Amazônia,2
0.5696,30.76,66.7,28.1,22.45,29,4.402,2,Cerrado,1
0.5166,70.67,132.53,22.72,11.65,52,0.778,1,Cerrado,2
0.6374,44.33,74.4,29.98,21.75,45,7.58,1,Cerrado,1
0.6359,30.32,47.3,38.69,37.61,17,2.69,3,Mata Atlântica,1
0.8383,28.73,46.3,33.15,23.5,12,2.067,1,Sul,1
0.7236,94.47,155.73,26.73,8.22,10,0.383,2,Amazônia,1
0.8799,95.0,181.28,27.32,3.4,3,27.689,1,Amazônia,1
0.7941,95.0,152.5,26.42,19.35,57,15.619,3,Amazônia,1
0.4043,83.2,138.71,33.71,24.88,13,0.705,3,Sul,2
0.8328,62.13,84.71,38.1,34.74,17,2.023,3,Mata Atlântica,1
0.345,5.0,7.2,34.94,16.4,78,2.478,3,Cerrado,1
0.3294,23.05,18.26,37.1,18.65,19,1.761,3,Semiárido,1
0.7725,17.74,24.64,22.03,33.08,15,13.626,6,Sul,1
0.2844,5.0,14.08,42.42,8.4,3,6.389,7,Semiárido,0
0.5663,95.0,166.1,29.71,31.53,18,15.608,3,Sul,2
0.6152,72.82,143.37,22.18,14.86,74,10.377,2,Cerrado,1
0.2384,19.44,39.33,40.07,21.26,1,7.023,4,Semiárido,1
0.4319,59.38,115.92,38.94,21.72,16,5.97,3,Mata Atlântica,1
0.3229,19.57,35.06,37.79,11.77,3,10.056,7,Semiárido,0
0.2402,19.78,33.73,45.83,18.79,5,5.762,3,Semiárido,1
